,tijdstip;locatie;component;waarde;LKI
2019-04-21 13:00:00+02:00;Amsterdam-Vondelpark;O3;125,8;7
2019-04-21 13:00:00+02:00;Amsterdam-Vondelpark;FN;2,99;2
2019-04-21 13:00:00+02:00;Amsterdam-Vondelpark;PM10;57,4;5
2019-04-21 13:00:00+02:00;Amsterdam-Vondelpark;PM25;50,5;7
2019-04-21 13:00:00+02:00;Amsterdam-Vondelpark;NO2;21,3;3
2019-04-21 14:00:00+02:00;Amsterdam-Vondelpark;CO;482,4;2
2019-04-21 14:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2019-04-21 14:00:00+02:00;Amsterdam-Vondelpark;O3;139,7;7
2019-04-21 14:00:00+02:00;Amsterdam-Vondelpark;FN;2,69;2
2019-04-21 14:00:00+02:00;Amsterdam-Vondelpark;PM10;54,4;5
2019-04-21 14:00:00+02:00;Amsterdam-Vondelpark;PM25;51,3;7
2019-04-21 14:00:00+02:00;Amsterdam-Vondelpark;NO2;16,6;2
2019-04-21 15:00:00+02:00;Amsterdam-Vondelpark;CO;445,6;2
2019-04-21 15:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2019-04-21 15:00:00+02:00;Amsterdam-Vondelpark;O3;143,0;8
2019-04-21 15:00:00+02:00;Amsterdam-Vondelpark;FN;2,22;2
2019-04-21 15:00:00+02:00;Amsterdam-Vondelpark;PM10;48,2;5
2019-04-21 15:00:00+02:00;Amsterdam-Vondelpark;NO2;16,3;2
2019-04-21 15:00:00+02:00;Amsterdam-Vondelpark;PM25;42,9;6
2019-04-21 16:00:00+02:00;Amsterdam-Vondelpark;CO;411,5;2
2019-04-21 16:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2019-04-21 16:00:00+02:00;Amsterdam-Vondelpark;O3;141,6;8
2019-04-21 16:00:00+02:00;Amsterdam-Vondelpark;FN;1,77;2
2019-04-21 16:00:00+02:00;Amsterdam-Vondelpark;PM10;39,2;4
2019-04-21 16:00:00+02:00;Amsterdam-Vondelpark;PM25;34,5;5
2019-04-21 16:00:00+02:00;Amsterdam-Vondelpark;NO2;17,0;2
2019-04-21 17:00:00+02:00;Amsterdam-Vondelpark;CO;365,1;2
2019-04-21 17:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-21 17:00:00+02:00;Amsterdam-Vondelpark;O3;145,3;8
2019-04-21 17:00:00+02:00;Amsterdam-Vondelpark;FN;1,33;2
2019-04-21 17:00:00+02:00;Amsterdam-Vondelpark;PM10;39,0;4
2019-04-21 17:00:00+02:00;Amsterdam-Vondelpark;PM25;21,8;4
2019-04-21 17:00:00+02:00;Amsterdam-Vondelpark;NO2;12,1;2
2019-04-21 18:00:00+02:00;Amsterdam-Vondelpark;CO;355,5;2
2019-04-21 18:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-21 18:00:00+02:00;Amsterdam-Vondelpark;O3;146,6;8
2019-04-21 18:00:00+02:00;Amsterdam-Vondelpark;PM10;24,2;3
2019-04-21 18:00:00+02:00;Amsterdam-Vondelpark;PM25;20,6;4
2019-04-21 18:00:00+02:00;Amsterdam-Vondelpark;NO2;11,4;2
2019-04-21 18:00:00+02:00;Amsterdam-Vondelpark;FN;1,18;2
2019-04-21 19:00:00+02:00;Amsterdam-Vondelpark;CO;345,6;2
2019-04-21 19:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-04-21 19:00:00+02:00;Amsterdam-Vondelpark;FN;1,04;2
2019-04-21 19:00:00+02:00;Amsterdam-Vondelpark;PM10;22,3;3
2019-04-21 19:00:00+02:00;Amsterdam-Vondelpark;PM25;18,8;3
2019-04-21 19:00:00+02:00;Amsterdam-Vondelpark;NO2;12,6;2
2019-04-21 19:00:00+02:00;Amsterdam-Vondelpark;O3;144,2;8
2019-04-21 20:00:00+02:00;Amsterdam-Vondelpark;CO;347,9;2
2019-04-21 20:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-04-21 20:00:00+02:00;Amsterdam-Vondelpark;O3;132,2;7
2019-04-21 20:00:00+02:00;Amsterdam-Vondelpark;FN;1,17;2
2019-04-21 20:00:00+02:00;Amsterdam-Vondelpark;PM10;22,2;3
2019-04-21 20:00:00+02:00;Amsterdam-Vondelpark;PM25;19,5;3
2019-04-21 20:00:00+02:00;Amsterdam-Vondelpark;NO2;14,8;2
2019-04-21 21:00:00+02:00;Amsterdam-Vondelpark;CO;396,6;2
2019-04-21 21:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-04-21 21:00:00+02:00;Amsterdam-Vondelpark;O3;117,6;7
2019-04-21 21:00:00+02:00;Amsterdam-Vondelpark;FN;1,62;2
2019-04-21 21:00:00+02:00;Amsterdam-Vondelpark;PM10;25,5;3
2019-04-21 21:00:00+02:00;Amsterdam-Vondelpark;PM25;18,6;3
2019-04-21 21:00:00+02:00;Amsterdam-Vondelpark;NO2;21,1;3
2019-04-21 22:00:00+02:00;Amsterdam-Vondelpark;NO2;22,4;3
2019-04-21 22:00:00+02:00;Amsterdam-Vondelpark;O3;106,7;7
2019-04-21 22:00:00+02:00;Amsterdam-Vondelpark;PM10;28,5;3
2019-04-21 22:00:00+02:00;Amsterdam-Vondelpark;CO;448,9;2
2019-04-21 22:00:00+02:00;Amsterdam-Vondelpark;NO;-0,5;1
2019-04-21 22:00:00+02:00;Amsterdam-Vondelpark;PM25;22,1;4
2019-04-21 22:00:00+02:00;Amsterdam-Vondelpark;FN;2,61;2
2019-04-21 23:00:00+02:00;Amsterdam-Vondelpark;CO;485,0;2
2019-04-21 23:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-21 23:00:00+02:00;Amsterdam-Vondelpark;O3;88,5;6
2019-04-21 23:00:00+02:00;Amsterdam-Vondelpark;FN;1,68;2
2019-04-21 23:00:00+02:00;Amsterdam-Vondelpark;PM10;36,7;4
2019-04-21 23:00:00+02:00;Amsterdam-Vondelpark;PM25;28,7;4
2019-04-21 23:00:00+02:00;Amsterdam-Vondelpark;NO2;29,0;3
2019-04-22 00:00:00+02:00;Amsterdam-Vondelpark;NO2;37,3;4
2019-04-22 00:00:00+02:00;Amsterdam-Vondelpark;O3;65,2;5
2019-04-22 00:00:00+02:00;Amsterdam-Vondelpark;PM10;32,8;4
2019-04-22 00:00:00+02:00;Amsterdam-Vondelpark;CO;510,3;3
2019-04-22 00:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-22 00:00:00+02:00;Amsterdam-Vondelpark;FN;1,83;2
2019-04-22 00:00:00+02:00;Amsterdam-Vondelpark;PM25;31,5;5
2019-04-22 01:00:00+02:00;Amsterdam-Vondelpark;NO2;26,6;3
2019-04-22 01:00:00+02:00;Amsterdam-Vondelpark;O3;74,4;5
2019-04-22 01:00:00+02:00;Amsterdam-Vondelpark;PM10;42,5;4
2019-04-22 01:00:00+02:00;Amsterdam-Vondelpark;CO;462,6;2
2019-04-22 01:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-22 01:00:00+02:00;Amsterdam-Vondelpark;FN;1,64;2
2019-04-22 01:00:00+02:00;Amsterdam-Vondelpark;PM25;21,8;4
2019-04-22 02:00:00+02:00;Amsterdam-Vondelpark;CO;444,9;2
2019-04-22 02:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-22 02:00:00+02:00;Amsterdam-Vondelpark;O3;68,1;5
2019-04-22 02:00:00+02:00;Amsterdam-Vondelpark;PM10;32,7;4
2019-04-22 02:00:00+02:00;Amsterdam-Vondelpark;PM25;25,3;4
2019-04-22 02:00:00+02:00;Amsterdam-Vondelpark;NO2;22,0;3
2019-04-22 02:00:00+02:00;Amsterdam-Vondelpark;FN;1,75;2
2019-04-22 03:00:00+02:00;Amsterdam-Vondelpark;CO;445,2;2
2019-04-22 03:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-22 03:00:00+02:00;Amsterdam-Vondelpark;O3;72,1;5
2019-04-22 03:00:00+02:00;Amsterdam-Vondelpark;FN;2,17;2
2019-04-22 03:00:00+02:00;Amsterdam-Vondelpark;PM10;38,1;4
2019-04-22 03:00:00+02:00;Amsterdam-Vondelpark;PM25;26,9;4
2019-04-22 03:00:00+02:00;Amsterdam-Vondelpark;NO2;19,8;2
2019-04-22 04:00:00+02:00;Amsterdam-Vondelpark;CO;476,8;2
2019-04-22 04:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-22 04:00:00+02:00;Amsterdam-Vondelpark;O3;66,4;5
2019-04-22 04:00:00+02:00;Amsterdam-Vondelpark;FN;2,7;2
2019-04-22 04:00:00+02:00;Amsterdam-Vondelpark;PM10;44,6;4
2019-04-22 04:00:00+02:00;Amsterdam-Vondelpark;PM25;36,3;5
2019-04-22 04:00:00+02:00;Amsterdam-Vondelpark;NO2;23,9;3
2019-04-22 05:00:00+02:00;Amsterdam-Vondelpark;CO;518,2;3
2019-04-22 05:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-22 05:00:00+02:00;Amsterdam-Vondelpark;FN;2,99;2
2019-04-22 05:00:00+02:00;Amsterdam-Vondelpark;PM10;41,6;4
2019-04-22 05:00:00+02:00;Amsterdam-Vondelpark;PM25;38,3;5
2019-04-22 05:00:00+02:00;Amsterdam-Vondelpark;NO2;24,0;3
2019-04-22 05:00:00+02:00;Amsterdam-Vondelpark;O3;62,2;5
2019-04-22 06:00:00+02:00;Amsterdam-Vondelpark;CO;557,7;3
2019-04-22 06:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-22 06:00:00+02:00;Amsterdam-Vondelpark;O3;61,1;5
2019-04-22 06:00:00+02:00;Amsterdam-Vondelpark;FN;3,42;3
2019-04-22 06:00:00+02:00;Amsterdam-Vondelpark;PM10;59,1;5
2019-04-22 06:00:00+02:00;Amsterdam-Vondelpark;PM25;44,6;6
2019-04-22 06:00:00+02:00;Amsterdam-Vondelpark;NO2;26,3;3
2019-04-22 07:00:00+02:00;Amsterdam-Vondelpark;CO;589,9;3
2019-04-22 07:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2019-04-22 07:00:00+02:00;Amsterdam-Vondelpark;O3;62,6;5
2019-04-22 07:00:00+02:00;Amsterdam-Vondelpark;FN;3,33;3
2019-04-22 07:00:00+02:00;Amsterdam-Vondelpark;PM10;59,6;5
2019-04-22 07:00:00+02:00;Amsterdam-Vondelpark;PM25;48,4;6
2019-04-22 07:00:00+02:00;Amsterdam-Vondelpark;NO2;24,3;3
2019-04-22 08:00:00+02:00;Amsterdam-Vondelpark;CO;614,4;3
2019-04-22 08:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2019-04-22 08:00:00+02:00;Amsterdam-Vondelpark;O3;67,7;5
2019-04-22 08:00:00+02:00;Amsterdam-Vondelpark;FN;3,59;3
2019-04-22 08:00:00+02:00;Amsterdam-Vondelpark;PM10;62,4;6
2019-04-22 08:00:00+02:00;Amsterdam-Vondelpark;PM25;57,3;7
2019-04-22 08:00:00+02:00;Amsterdam-Vondelpark;NO2;24,7;3
2019-04-22 09:00:00+02:00;Amsterdam-Vondelpark;CO;623,7;3
2019-04-22 09:00:00+02:00;Amsterdam-Vondelpark;NO;0,9;1
2019-04-22 09:00:00+02:00;Amsterdam-Vondelpark;O3;75,0;5
2019-04-22 09:00:00+02:00;Amsterdam-Vondelpark;FN;3,86;3
2019-04-22 09:00:00+02:00;Amsterdam-Vondelpark;PM10;68,9;6
2019-04-22 09:00:00+02:00;Amsterdam-Vondelpark;PM25;60,6;7
2019-04-22 09:00:00+02:00;Amsterdam-Vondelpark;NO2;22,7;3
2019-04-22 10:00:00+02:00;Amsterdam-Vondelpark;CO;595,6;3
2019-04-22 10:00:00+02:00;Amsterdam-Vondelpark;NO;1,1;1
2019-04-22 10:00:00+02:00;Amsterdam-Vondelpark;O3;85,6;6
2019-04-22 10:00:00+02:00;Amsterdam-Vondelpark;FN;3,42;3
2019-04-22 10:00:00+02:00;Amsterdam-Vondelpark;PM10;58,2;5
2019-04-22 10:00:00+02:00;Amsterdam-Vondelpark;PM25;56,1;7
2019-04-22 10:00:00+02:00;Amsterdam-Vondelpark;NO2;21,7;3
2019-04-22 11:00:00+02:00;Amsterdam-Vondelpark;CO;616,3;3
2019-04-22 11:00:00+02:00;Amsterdam-Vondelpark;O3;93,4;6
2019-04-22 11:00:00+02:00;Amsterdam-Vondelpark;FN;3,25;3
2019-04-22 11:00:00+02:00;Amsterdam-Vondelpark;PM10;66,0;6
2019-04-22 11:00:00+02:00;Amsterdam-Vondelpark;PM25;51,9;7
2019-04-22 11:00:00+02:00;Amsterdam-Vondelpark;NO2;22,7;3
2019-04-22 11:00:00+02:00;Amsterdam-Vondelpark;NO;1,3;1
2019-04-22 12:00:00+02:00;Amsterdam-Vondelpark;CO;575,1;3
2019-04-22 12:00:00+02:00;Amsterdam-Vondelpark;NO;1,3;1
2019-04-22 12:00:00+02:00;Amsterdam-Vondelpark;O3;103,2;7
2019-04-22 12:00:00+02:00;Amsterdam-Vondelpark;FN;2,75;2
2019-04-22 12:00:00+02:00;Amsterdam-Vondelpark;NO2;22,5;3
2019-04-22 12:00:00+02:00;Amsterdam-Vondelpark;PM10;55,4;5
2019-04-22 12:00:00+02:00;Amsterdam-Vondelpark;PM25;46,7;6
2019-04-22 13:00:00+02:00;Amsterdam-Vondelpark;CO;545,0;3
2019-04-22 13:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2019-04-22 13:00:00+02:00;Amsterdam-Vondelpark;O3;121,9;7
2019-04-22 13:00:00+02:00;Amsterdam-Vondelpark;FN;1,77;2
2019-04-22 13:00:00+02:00;Amsterdam-Vondelpark;PM10;46,4;5
2019-04-22 13:00:00+02:00;Amsterdam-Vondelpark;PM25;35,4;5
2019-04-22 13:00:00+02:00;Amsterdam-Vondelpark;NO2;17,8;2
2019-04-22 14:00:00+02:00;Amsterdam-Vondelpark;CO;466,7;2
2019-04-22 14:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2019-04-22 14:00:00+02:00;Amsterdam-Vondelpark;O3;135,8;7
2019-04-22 14:00:00+02:00;Amsterdam-Vondelpark;FN;1,21;2
2019-04-22 14:00:00+02:00;Amsterdam-Vondelpark;PM10;33,3;4
2019-04-22 14:00:00+02:00;Amsterdam-Vondelpark;PM25;27,4;4
2019-04-22 14:00:00+02:00;Amsterdam-Vondelpark;NO2;14,3;2
2019-04-22 15:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-22 15:00:00+02:00;Amsterdam-Vondelpark;O3;142,4;8
2019-04-22 15:00:00+02:00;Amsterdam-Vondelpark;FN;0,77;1
2019-04-22 15:00:00+02:00;Amsterdam-Vondelpark;PM10;30,6;4
2019-04-22 15:00:00+02:00;Amsterdam-Vondelpark;PM25;14,0;2
2019-04-22 15:00:00+02:00;Amsterdam-Vondelpark;NO2;8,2;1
2019-04-22 15:00:00+02:00;Amsterdam-Vondelpark;CO;328,6;2
2019-04-22 16:00:00+02:00;Amsterdam-Vondelpark;CO;310,2;2
2019-04-22 16:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-04-22 16:00:00+02:00;Amsterdam-Vondelpark;O3;145,8;8
2019-04-22 16:00:00+02:00;Amsterdam-Vondelpark;FN;0,71;1
2019-04-22 16:00:00+02:00;Amsterdam-Vondelpark;PM10;24,5;3
2019-04-22 16:00:00+02:00;Amsterdam-Vondelpark;PM25;12,4;2
2019-04-22 16:00:00+02:00;Amsterdam-Vondelpark;NO2;6,4;1
2019-04-22 17:00:00+02:00;Amsterdam-Vondelpark;CO;315,9;2
2019-04-22 17:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2019-04-22 17:00:00+02:00;Amsterdam-Vondelpark;O3;143,9;8
2019-04-22 17:00:00+02:00;Amsterdam-Vondelpark;FN;0,75;1
2019-04-22 17:00:00+02:00;Amsterdam-Vondelpark;PM10;30,1;4
2019-04-22 17:00:00+02:00;Amsterdam-Vondelpark;PM25;10,1;2
2019-04-22 17:00:00+02:00;Amsterdam-Vondelpark;NO2;8,3;1
2019-04-22 18:00:00+02:00;Amsterdam-Vondelpark;CO;306,6;2
2019-04-22 18:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-22 18:00:00+02:00;Amsterdam-Vondelpark;O3;140,5;8
2019-04-22 18:00:00+02:00;Amsterdam-Vondelpark;FN;0,74;1
2019-04-22 18:00:00+02:00;Amsterdam-Vondelpark;PM10;22,4;3
2019-04-22 18:00:00+02:00;Amsterdam-Vondelpark;PM25;9,7;1
2019-04-22 18:00:00+02:00;Amsterdam-Vondelpark;NO2;9,0;1
2019-04-22 19:00:00+02:00;Amsterdam-Vondelpark;CO;302,7;2
2019-04-22 19:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-22 19:00:00+02:00;Amsterdam-Vondelpark;O3;141,0;8
2019-04-22 19:00:00+02:00;Amsterdam-Vondelpark;FN;0,85;1
2019-04-22 19:00:00+02:00;Amsterdam-Vondelpark;PM10;31,8;4
2019-04-22 19:00:00+02:00;Amsterdam-Vondelpark;PM25;8,7;1
2019-04-22 19:00:00+02:00;Amsterdam-Vondelpark;NO2;8,6;1
2019-04-22 20:00:00+02:00;Amsterdam-Vondelpark;CO;307,1;2
2019-04-22 20:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-04-22 20:00:00+02:00;Amsterdam-Vondelpark;O3;131,8;7
2019-04-22 20:00:00+02:00;Amsterdam-Vondelpark;FN;0,67;1
2019-04-22 20:00:00+02:00;Amsterdam-Vondelpark;PM10;19,1;2
2019-04-22 20:00:00+02:00;Amsterdam-Vondelpark;PM25;6,1;1
2019-04-22 20:00:00+02:00;Amsterdam-Vondelpark;NO2;11,1;2
2019-04-22 21:00:00+02:00;Amsterdam-Vondelpark;CO;310,5;2
2019-04-22 21:00:00+02:00;Amsterdam-Vondelpark;NO;-0,5;1
2019-04-22 21:00:00+02:00;Amsterdam-Vondelpark;O3;120,4;7
2019-04-22 21:00:00+02:00;Amsterdam-Vondelpark;FN;0,58;1
2019-04-22 21:00:00+02:00;Amsterdam-Vondelpark;PM10;17,2;2
2019-04-22 21:00:00+02:00;Amsterdam-Vondelpark;PM25;3,6;1
2019-04-22 21:00:00+02:00;Amsterdam-Vondelpark;NO2;13,6;2
2019-04-22 22:00:00+02:00;Amsterdam-Vondelpark;CO;341,3;2
2019-04-22 22:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-04-22 22:00:00+02:00;Amsterdam-Vondelpark;O3;109,9;7
2019-04-22 22:00:00+02:00;Amsterdam-Vondelpark;FN;1,04;2
2019-04-22 22:00:00+02:00;Amsterdam-Vondelpark;PM10;15,0;2
2019-04-22 22:00:00+02:00;Amsterdam-Vondelpark;PM25;5,7;1
2019-04-22 22:00:00+02:00;Amsterdam-Vondelpark;NO2;16,9;2
2019-04-22 23:00:00+02:00;Amsterdam-Vondelpark;CO;334,6;2
2019-04-22 23:00:00+02:00;Amsterdam-Vondelpark;NO;-0,6;1
2019-04-22 23:00:00+02:00;Amsterdam-Vondelpark;O3;107,3;7
2019-04-22 23:00:00+02:00;Amsterdam-Vondelpark;FN;0,85;1
2019-04-22 23:00:00+02:00;Amsterdam-Vondelpark;PM10;18,2;2
2019-04-22 23:00:00+02:00;Amsterdam-Vondelpark;PM25;10,6;2
2019-04-22 23:00:00+02:00;Amsterdam-Vondelpark;NO2;11,8;2
2019-04-23 00:00:00+02:00;Amsterdam-Vondelpark;CO;297,5;2
2019-04-23 00:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-23 00:00:00+02:00;Amsterdam-Vondelpark;O3;105,4;7
2019-04-23 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,62;1
2019-04-23 00:00:00+02:00;Amsterdam-Vondelpark;PM10;23,5;3
2019-04-23 00:00:00+02:00;Amsterdam-Vondelpark;PM25;9,6;1
2019-04-23 00:00:00+02:00;Amsterdam-Vondelpark;NO2;8,8;1
2019-04-23 01:00:00+02:00;Amsterdam-Vondelpark;NO2;7,4;1
2019-04-23 01:00:00+02:00;Amsterdam-Vondelpark;O3;103,4;7
2019-04-23 01:00:00+02:00;Amsterdam-Vondelpark;PM10;18,5;2
2019-04-23 01:00:00+02:00;Amsterdam-Vondelpark;CO;269,5;2
2019-04-23 01:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-04-23 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,5;1
2019-04-23 01:00:00+02:00;Amsterdam-Vondelpark;PM25;6,6;1
2019-04-23 02:00:00+02:00;Amsterdam-Vondelpark;CO;266,0;2
2019-04-23 02:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-04-23 02:00:00+02:00;Amsterdam-Vondelpark;FN;0,47;1
2019-04-23 02:00:00+02:00;Amsterdam-Vondelpark;PM10;16,2;2
2019-04-23 02:00:00+02:00;Amsterdam-Vondelpark;PM25;4,7;1
2019-04-23 02:00:00+02:00;Amsterdam-Vondelpark;NO2;8,2;1
2019-04-23 02:00:00+02:00;Amsterdam-Vondelpark;O3;99,5;6
2019-04-23 03:00:00+02:00;Amsterdam-Vondelpark;CO;265,0;2
2019-04-23 03:00:00+02:00;Amsterdam-Vondelpark;NO;-0,2;1
2019-04-23 03:00:00+02:00;Amsterdam-Vondelpark;O3;97,1;6
2019-04-23 03:00:00+02:00;Amsterdam-Vondelpark;FN;0,44;1
2019-04-23 03:00:00+02:00;Amsterdam-Vondelpark;PM10;13,8;2
2019-04-23 03:00:00+02:00;Amsterdam-Vondelpark;PM25;5,3;1
2019-04-23 03:00:00+02:00;Amsterdam-Vondelpark;NO2;7,4;1
2019-04-23 04:00:00+02:00;Amsterdam-Vondelpark;CO;266,1;2
2019-04-23 04:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-04-23 04:00:00+02:00;Amsterdam-Vondelpark;O3;97,0;6
2019-04-23 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,43;1
2019-04-23 04:00:00+02:00;Amsterdam-Vondelpark;PM10;15,9;2
2019-04-23 04:00:00+02:00;Amsterdam-Vondelpark;PM25;4,3;1
2019-04-23 04:00:00+02:00;Amsterdam-Vondelpark;NO2;6,0;1
2019-04-23 05:00:00+02:00;Amsterdam-Vondelpark;CO;264,6;2
2019-04-23 05:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-04-23 05:00:00+02:00;Amsterdam-Vondelpark;O3;97,0;6
2019-04-23 05:00:00+02:00;Amsterdam-Vondelpark;FN;0,47;1
2019-04-23 05:00:00+02:00;Amsterdam-Vondelpark;PM10;16,3;2
2019-04-23 05:00:00+02:00;Amsterdam-Vondelpark;PM25;6,8;1
2019-04-23 05:00:00+02:00;Amsterdam-Vondelpark;NO2;5,2;1
2019-04-23 06:00:00+02:00;Amsterdam-Vondelpark;CO;270,1;2
2019-04-23 06:00:00+02:00;Amsterdam-Vondelpark;NO;-0,1;1
2019-04-23 06:00:00+02:00;Amsterdam-Vondelpark;O3;94,8;6
2019-04-23 06:00:00+02:00;Amsterdam-Vondelpark;FN;0,49;1
2019-04-23 06:00:00+02:00;Amsterdam-Vondelpark;PM10;18,7;2
2019-04-23 06:00:00+02:00;Amsterdam-Vondelpark;PM25;7,7;1
2019-04-23 06:00:00+02:00;Amsterdam-Vondelpark;NO2;5,8;1
2019-04-23 07:00:00+02:00;Amsterdam-Vondelpark;CO;271,6;2
2019-04-23 07:00:00+02:00;Amsterdam-Vondelpark;NO;-0,3;1
2019-04-23 07:00:00+02:00;Amsterdam-Vondelpark;O3;89,0;6
2019-04-23 07:00:00+02:00;Amsterdam-Vondelpark;FN;0,56;1
2019-04-23 07:00:00+02:00;Amsterdam-Vondelpark;PM10;19,8;2
2019-04-23 07:00:00+02:00;Amsterdam-Vondelpark;PM25;3,8;1
2019-04-23 07:00:00+02:00;Amsterdam-Vondelpark;NO2;9,5;1
2019-04-23 08:00:00+02:00;Amsterdam-Vondelpark;CO;280,7;2
2019-04-23 08:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2019-04-23 08:00:00+02:00;Amsterdam-Vondelpark;O3;81,3;6
2019-04-23 08:00:00+02:00;Amsterdam-Vondelpark;FN;0,67;1
2019-04-23 08:00:00+02:00;Amsterdam-Vondelpark;PM10;17,8;2
2019-04-23 08:00:00+02:00;Amsterdam-Vondelpark;PM25;3,3;1
2019-04-23 08:00:00+02:00;Amsterdam-Vondelpark;NO2;16,4;2
2019-04-23 09:00:00+02:00;Amsterdam-Vondelpark;CO;298,3;2
2019-04-23 09:00:00+02:00;Amsterdam-Vondelpark;NO;1,2;1
2019-04-23 09:00:00+02:00;Amsterdam-Vondelpark;O3;79,5;5
2019-04-23 09:00:00+02:00;Amsterdam-Vondelpark;FN;0,78;1
2019-04-23 09:00:00+02:00;Amsterdam-Vondelpark;PM10;25,5;3
2019-04-23 09:00:00+02:00;Amsterdam-Vondelpark;PM25;5,8;1
2019-04-23 09:00:00+02:00;Amsterdam-Vondelpark;NO2;17,3;2
2019-04-23 10:00:00+02:00;Amsterdam-Vondelpark;NO;1,6;1
2019-04-23 10:00:00+02:00;Amsterdam-Vondelpark;O3;80,6;6
2019-04-23 10:00:00+02:00;Amsterdam-Vondelpark;FN;0,86;1
2019-04-23 10:00:00+02:00;Amsterdam-Vondelpark;PM10;28,2;3
2019-04-23 10:00:00+02:00;Amsterdam-Vondelpark;PM25;10,2;2
2019-04-23 10:00:00+02:00;Amsterdam-Vondelpark;NO2;16,4;2
2019-04-23 10:00:00+02:00;Amsterdam-Vondelpark;CO;286,4;2
2019-04-23 11:00:00+02:00;Amsterdam-Vondelpark;CO;294,7;2
2019-04-23 11:00:00+02:00;Amsterdam-Vondelpark;NO;1,5;1
2019-04-23 11:00:00+02:00;Amsterdam-Vondelpark;O3;83,8;6
2019-04-23 11:00:00+02:00;Amsterdam-Vondelpark;FN;0,83;1
2019-04-23 11:00:00+02:00;Amsterdam-Vondelpark;PM10;25,9;3
2019-04-23 11:00:00+02:00;Amsterdam-Vondelpark;PM25;11,4;2
2019-04-23 11:00:00+02:00;Amsterdam-Vondelpark;NO2;15,0;2
2019-04-23 12:00:00+02:00;Amsterdam-Vondelpark;CO;324,0;2
2019-04-23 12:00:00+02:00;Amsterdam-Vondelpark;NO;2,2;1
2019-04-23 12:00:00+02:00;Amsterdam-Vondelpark;O3;86,5;6
2019-04-23 12:00:00+02:00;Amsterdam-Vondelpark;FN;1,0;2
2019-04-23 12:00:00+02:00;Amsterdam-Vondelpark;NO2;18,0;2
2019-04-23 12:00:00+02:00;Amsterdam-Vondelpark;PM10;27,1;3
2019-04-23 12:00:00+02:00;Amsterdam-Vondelpark;PM25;13,3;2
2019-04-23 13:00:00+02:00;Amsterdam-Vondelpark;CO;323,8;2
2019-04-23 13:00:00+02:00;Amsterdam-Vondelpark;NO;1,6;1
2019-04-23 13:00:00+02:00;Amsterdam-Vondelpark;O3;96,7;6
2019-04-23 13:00:00+02:00;Amsterdam-Vondelpark;FN;1,05;2
2019-04-23 13:00:00+02:00;Amsterdam-Vondelpark;PM10;32,9;4
2019-04-23 13:00:00+02:00;Amsterdam-Vondelpark;PM25;15,2;3
2019-04-23 13:00:00+02:00;Amsterdam-Vondelpark;NO2;14,5;2
2019-04-23 14:00:00+02:00;Amsterdam-Vondelpark;CO;329,4;2
2019-04-23 14:00:00+02:00;Amsterdam-Vondelpark;NO;0,8;1
2019-04-23 14:00:00+02:00;Amsterdam-Vondelpark;O3;103,9;7
2019-04-23 14:00:00+02:00;Amsterdam-Vondelpark;FN;1,08;2
